good.bad  checking  duration  history  purpose  amount  savings  employed  installp  martial  coapp  resident  property  age  other  housing  existcr  job  depends  telephon  foreign
1 1 12.00 5 1 2171.00 1 3 4.00 3 1 4.00 2 38.00 1 2 2.00 2 1.00 1 2 
1 2 20.00 4 10 2629.00 1 3 2.00 3 1 3.00 3 29.00 1 2 2.00 3 1.00 2 1 
1 1 20.00 5 3 4272.00 1 5 1.00 2 1 4.00 2 24.00 3 2 2.00 3 1.00 1 1 
1 2 48.00 1 9 12204.00 5 3 2.00 3 1 2.00 3 48.00 1 2 1.00 4 1.00 2 1 
2 1 24.00 2 3 3552.00 1 4 3.00 3 1 4.00 3 27.00 1 2 1.00 3 1.00 1 1 
1 1 10.00 5 1 1038.00 1 4 4.00 3 2 3.00 2 49.00 3 2 2.00 3 1.00 2 1 
1 4 7.00 4 4 846.00 5 5 3.00 3 1 4.00 4 36.00 3 3 1.00 3 1.00 1 1 
1 1 6.00 3 5 343.00 1 2 4.00 2 1 1.00 1 27.00 3 2 1.00 3 1.00 1 1 
1 4 36.00 4 3 7678.00 3 4 2.00 2 1 4.00 3 40.00 3 2 2.00 3 1.00 2 1 
2 4 36.00 3 7 1819.00 1 3 4.00 3 1 4.00 4 37.00 2 3 1.00 3 1.00 2 1 
1 4 6.00 1 1 1204.00 2 3 4.00 3 1 1.00 4 35.00 1 1 1.00 3 1.00 1 2 
2 2 24.00 2 7 1837.00 1 4 4.00 2 1 4.00 4 34.00 1 3 1.00 2 1.00 1 1 
1 4 9.00 3 3 2301.00 2 2 2.00 2 1 4.00 2 22.00 3 1 1.00 3 1.00 1 1 
1 4 18.00 3 2 3378.00 5 3 2.00 3 1 1.00 2 31.00 3 2 1.00 3 1.00 2 1 
2 1 30.00 3 3 3108.00 1 2 2.00 1 1 4.00 2 31.00 3 2 1.00 2 1.00 1 1 
1 4 15.00 3 5 874.00 5 2 4.00 2 1 1.00 1 24.00 3 2 1.00 3 1.00 1 1 
2 2 48.00 1 9 14421.00 1 3 2.00 3 1 2.00 3 25.00 3 2 1.00 3 1.00 2 1 
1 4 6.00 3 2 1236.00 3 3 2.00 3 1 4.00 2 50.00 3 1 1.00 3 1.00 1 1 
2 1 6.00 3 1 14896.00 1 5 1.00 3 1 4.00 4 68.00 1 2 1.00 4 1.00 2 1 
1 4 15.00 5 3 1520.00 5 5 4.00 3 1 4.00 2 63.00 3 2 1.00 3 1.00 1 1 
2 4 10.00 3 1 1309.00 5 3 4.00 3 3 4.00 2 27.00 3 2 1.00 2 1.00 1 1 
1 4 15.00 3 1 3186.00 4 4 2.00 2 1 3.00 3 20.00 3 1 1.00 3 1.00 1 1 
1 4 6.00 3 4 2108.00 1 4 2.00 4 1 2.00 1 29.00 3 1 1.00 3 1.00 1 1 
1 1 36.00 3 1 3249.00 1 4 2.00 3 1 4.00 4 39.00 1 3 1.00 4 2.00 2 1 
1 1 24.00 5 2 6419.00 1 5 2.00 2 1 4.00 4 44.00 3 3 2.00 4 2.00 2 1 
1 4 30.00 5 4 6742.00 5 4 2.00 3 1 3.00 2 36.00 3 2 2.00 3 1.00 1 1 
1 1 12.00 3 1 1893.00 1 3 4.00 2 3 4.00 2 29.00 3 2 1.00 3 1.00 2 1 
1 4 4.00 5 1 3380.00 1 4 1.00 2 1 1.00 1 37.00 3 2 1.00 3 2.00 1 1 
1 4 18.00 3 4 4594.00 1 2 3.00 3 1 2.00 3 32.00 3 2 1.00 3 1.00 2 1 
1 1 42.00 5 6 3394.00 1 1 4.00 3 2 4.00 3 65.00 3 2 2.00 1 1.00 1 1 
2 1 12.00 3 7 795.00 1 2 4.00 2 1 4.00 2 53.00 3 2 1.00 3 1.00 1 1 
1 4 60.00 3 1 10366.00 1 5 2.00 3 1 4.00 2 42.00 3 2 1.00 4 1.00 2 1 
1 4 15.00 4 2 3594.00 1 2 1.00 2 1 2.00 2 46.00 3 2 2.00 2 1.00 1 1 
1 4 24.00 5 7 1927.00 5 3 3.00 2 1 2.00 3 33.00 3 2 2.00 3 1.00 2 1 
2 2 15.00 2 1 1264.00 2 3 2.00 4 1 2.00 2 25.00 3 1 1.00 3 1.00 1 1 
1 4 12.00 5 4 717.00 1 5 4.00 3 1 4.00 1 52.00 3 2 3.00 3 1.00 1 1 
1 3 15.00 3 7 1905.00 1 5 4.00 3 1 4.00 3 40.00 3 1 1.00 4 1.00 2 1 
1 4 15.00 3 3 2708.00 1 2 2.00 3 1 3.00 2 27.00 1 2 2.00 2 1.00 1 1 
1 2 18.00 5 3 6361.00 1 5 2.00 3 1 1.00 4 41.00 3 2 1.00 3 1.00 2 1 
2 1 36.00 3 3 3446.00 1 5 4.00 3 1 2.00 3 42.00 3 2 1.00 3 2.00 1 1 
2 4 18.00 3 4 433.00 1 1 3.00 2 2 4.00 1 22.00 3 1 1.00 3 1.00 1 1 
1 2 24.00 5 7 5743.00 1 2 2.00 2 1 4.00 4 24.00 3 3 2.00 3 1.00 2 1 
1 4 10.00 5 3 2069.00 5 3 2.00 4 1 1.00 3 26.00 3 2 2.00 3 1.00 1 2 
1 1 12.00 3 4 1498.00 1 3 4.00 2 1 1.00 3 23.00 1 2 1.00 3 1.00 1 1 
2 1 60.00 4 9 6836.00 1 5 3.00 3 1 4.00 4 63.00 3 2 2.00 3 1.00 2 1 
1 2 6.00 3 6 454.00 1 2 3.00 4 1 1.00 2 22.00 3 2 1.00 2 1.00 1 1 
1 4 18.00 5 4 1582.00 4 5 4.00 3 1 4.00 3 46.00 3 2 2.00 3 1.00 1 1 
1 1 9.00 5 6 1288.00 2 5 3.00 3 3 4.00 1 48.00 3 2 2.00 3 2.00 1 2 
2 1 48.00 5 2 6331.00 1 5 4.00 3 1 4.00 4 46.00 3 3 2.00 3 1.00 2 1 
1 4 12.00 3 9 1076.00 1 3 2.00 4 1 2.00 1 26.00 3 2 1.00 3 1.00 2 2 
1 1 6.00 5 1 1361.00 1 2 2.00 3 1 4.00 1 40.00 3 2 1.00 2 2.00 1 2 
1 1 24.00 3 3 7721.00 5 2 1.00 2 1 2.00 2 30.00 3 2 1.00 3 1.00 2 2 
1 2 10.00 2 4 1048.00 1 3 4.00 3 1 4.00 1 23.00 2 2 1.00 2 1.00 1 1 
1 4 24.00 3 3 5511.00 2 3 4.00 3 1 1.00 3 25.00 2 2 1.00 3 1.00 1 1 
1 3 12.00 3 3 1474.00 1 2 4.00 2 1 1.00 2 33.00 1 2 1.00 4 1.00 2 1 
1 4 18.00 5 4 629.00 3 5 4.00 3 1 3.00 2 32.00 1 2 2.00 4 1.00 2 1 
2 1 6.00 5 3 3384.00 1 3 1.00 1 1 4.00 1 44.00 3 1 1.00 4 1.00 2 1 
1 4 24.00 3 4 3181.00 1 2 4.00 2 1 4.00 2 26.00 3 2 1.00 3 1.00 2 1 
2 2 12.00 3 4 6468.00 5 1 2.00 3 1 1.00 4 52.00 3 2 1.00 4 1.00 2 1 
2 2 30.00 5 1 5234.00 1 1 4.00 4 1 2.00 3 28.00 3 2 2.00 4 1.00 1 1 
2 1 36.00 4 7 6887.00 1 3 4.00 3 1 3.00 2 29.00 2 2 1.00 3 1.00 2 1 
2 1 18.00 2 3 1553.00 1 3 4.00 3 1 3.00 3 44.00 1 2 1.00 3 1.00 1 1 
2 1 27.00 1 9 5293.00 1 1 2.00 3 1 4.00 2 50.00 2 2 2.00 3 1.00 2 1 
1 4 21.00 3 2 2476.00 5 5 4.00 3 1 4.00 1 46.00 3 2 1.00 4 1.00 2 1 
1 4 15.00 5 2 3368.00 4 5 3.00 3 1 4.00 4 23.00 3 1 2.00 3 1.00 2 1 
1 1 24.00 2 3 2828.00 3 3 4.00 3 1 4.00 1 22.00 2 2 1.00 3 1.00 2 1 
1 4 36.00 3 1 909.00 3 5 4.00 3 1 4.00 2 36.00 3 2 1.00 3 1.00 1 1 
2 1 42.00 3 4 3965.00 1 2 4.00 3 1 3.00 3 34.00 3 2 1.00 3 1.00 1 1 
2 1 18.00 3 3 2462.00 1 3 2.00 3 1 2.00 3 22.00 3 2 1.00 3 1.00 1 1 
1 4 6.00 5 4 1554.00 1 4 1.00 2 1 2.00 3 24.00 3 1 2.00 3 1.00 2 1 
1 4 12.00 3 2 1413.00 4 4 3.00 3 1 2.00 2 55.00 3 2 1.00 3 1.00 1 2 
1 4 20.00 5 1 3485.00 5 2 2.00 1 1 4.00 1 44.00 3 2 2.00 3 1.00 2 1 
1 2 12.00 3 1 1007.00 4 3 4.00 4 1 1.00 1 22.00 3 2 1.00 3 1.00 1 1 
1 4 6.00 5 1 2080.00 3 3 1.00 4 1 2.00 3 24.00 3 2 1.00 3 1.00 1 1 
1 2 12.00 5 2 1860.00 1 1 4.00 3 1 2.00 3 34.00 3 2 2.00 4 1.00 2 1 
1 4 12.00 3 3 1768.00 1 3 3.00 3 1 2.00 1 24.00 3 1 1.00 2 1.00 1 1 
1 3 12.00 3 1 1330.00 1 2 4.00 3 1 1.00 1 26.00 3 2 1.00 3 1.00 1 1 
1 1 6.00 5 1 4716.00 5 2 1.00 3 1 3.00 1 44.00 3 2 2.00 2 2.00 1 1 
1 2 36.00 4 9 9857.00 2 4 1.00 3 1 3.00 2 31.00 3 2 2.00 2 2.00 2 1 
1 3 24.00 3 4 1377.00 2 5 4.00 2 1 2.00 4 47.00 3 3 1.00 3 1.00 2 1 
1 2 30.00 3 4 2991.00 5 5 2.00 2 1 4.00 3 25.00 3 2 1.00 3 1.00 1 1 
2 1 48.00 3 5 3051.00 1 3 3.00 3 1 4.00 3 54.00 3 2 1.00 3 1.00 1 1 
1 4 12.00 5 9 1185.00 1 3 3.00 2 1 2.00 1 27.00 3 2 2.00 3 1.00 1 1 
1 1 30.00 5 2 10623.00 1 5 3.00 3 1 4.00 4 38.00 3 3 3.00 4 2.00 2 1 
1 2 18.00 3 9 1913.00 4 2 3.00 4 1 3.00 1 36.00 1 2 1.00 3 1.00 2 1 
1 1 27.00 5 9 2442.00 1 5 4.00 3 1 4.00 3 43.00 2 2 4.00 4 2.00 2 1 
1 1 6.00 3 3 428.00 1 5 2.00 2 1 1.00 2 49.00 1 2 1.00 3 1.00 2 1 
1 4 36.00 5 4 9566.00 1 3 2.00 2 1 2.00 3 31.00 2 2 2.00 3 1.00 1 1 
1 4 15.00 4 4 1478.00 1 3 4.00 4 1 3.00 1 33.00 1 2 2.00 3 1.00 1 1 
2 1 12.00 2 4 2149.00 1 3 4.00 1 1 1.00 4 29.00 3 3 1.00 3 1.00 1 1 
2 4 18.00 2 1 6458.00 1 5 2.00 3 1 4.00 4 39.00 1 2 2.00 4 2.00 2 1 
1 4 12.00 5 4 1291.00 1 3 4.00 2 1 2.00 2 35.00 3 2 2.00 3 1.00 1 1 
1 1 18.00 3 4 3509.00 1 4 4.00 2 3 1.00 1 25.00 3 2 1.00 3 1.00 1 1 
1 4 15.00 5 1 5045.00 5 5 1.00 2 1 4.00 3 59.00 3 2 1.00 3 1.00 2 1 
1 3 6.00 5 7 1047.00 1 3 2.00 2 1 4.00 2 50.00 3 2 1.00 2 1.00 1 1 
2 2 27.00 3 9 3915.00 1 3 4.00 3 1 2.00 3 36.00 3 2 1.00 3 2.00 2 1 
1 1 6.00 5 1 3676.00 1 3 1.00 3 1 3.00 1 37.00 3 1 3.00 3 2.00 1 1 
1 1 18.00 2 4 1940.00 1 2 3.00 3 2 4.00 4 36.00 1 3 1.00 4 1.00 2 1 
1 3 24.00 5 3 3617.00 5 5 4.00 3 2 4.00 4 20.00 3 1 2.00 3 1.00 1 1 
2 2 45.00 3 4 3031.00 2 3 4.00 3 3 4.00 2 21.00 3 1 1.00 3 1.00 1 1 
1 2 45.00 5 2 4576.00 2 1 3.00 3 1 4.00 3 27.00 3 2 1.00 3 1.00 1 1 
1 4 24.00 5 2 5804.00 4 3 4.00 3 1 2.00 1 27.00 3 2 2.00 3 1.00 1 1 
2 3 18.00 3 4 2100.00 1 3 4.00 3 2 2.00 1 37.00 2 2 1.00 3 1.00 1 1 
1 4 18.00 5 4 2238.00 1 3 2.00 2 1 1.00 3 25.00 3 2 2.00 3 1.00 1 1 
2 4 15.00 3 7 4623.00 2 3 3.00 3 1 2.00 2 40.00 3 2 1.00 4 1.00 2 1 
2 4 9.00 3 3 1980.00 1 2 2.00 2 2 2.00 3 19.00 3 1 2.00 3 1.00 1 1 
1 4 11.00 5 1 7228.00 1 3 1.00 3 1 4.00 2 39.00 3 2 2.00 2 1.00 1 1 
1 2 21.00 5 9 3652.00 1 4 2.00 3 1 3.00 2 27.00 3 2 2.00 3 1.00 1 1 
1 1 24.00 3 4 3660.00 1 3 2.00 2 1 4.00 3 28.00 3 2 1.00 3 1.00 1 1 
1 4 10.00 5 1 1231.00 1 5 3.00 3 1 4.00 1 32.00 3 2 2.00 2 2.00 1 2 
1 1 12.00 5 2 1526.00 1 5 4.00 3 1 4.00 4 66.00 3 3 2.00 4 1.00 1 1 
1 3 42.00 5 2 4796.00 1 5 4.00 3 1 4.00 4 56.00 3 3 1.00 3 1.00 1 1 
1 4 24.00 5 2 2346.00 1 4 4.00 3 1 3.00 3 35.00 3 2 2.00 3 1.00 2 1 
1 4 6.00 2 1 783.00 5 3 1.00 3 3 2.00 1 26.00 2 2 1.00 2 2.00 1 1 
2 2 24.00 1 9 4241.00 1 3 1.00 3 1 4.00 1 36.00 3 2 3.00 2 1.00 2 1 
1 4 12.00 5 3 1402.00 3 4 3.00 2 1 4.00 3 37.00 3 1 1.00 3 1.00 2 1 
1 4 18.00 3 3 1984.00 1 3 4.00 3 1 4.00 4 47.00 1 3 2.00 3 1.00 1 1 
2 3 24.00 5 1 1344.00 5 4 4.00 3 1 2.00 1 37.00 1 2 2.00 2 2.00 1 1 
1 3 12.00 3 4 1881.00 1 3 2.00 2 1 2.00 3 44.00 3 1 1.00 2 1.00 2 1 
2 4 12.00 5 9 2292.00 1 1 4.00 3 1 2.00 3 42.00 2 2 2.00 4 1.00 2 1 
1 4 24.00 5 4 2611.00 1 5 4.00 4 2 3.00 1 46.00 3 2 2.00 3 1.00 1 1 
1 4 6.00 5 4 1740.00 1 5 2.00 4 1 2.00 1 30.00 3 1 2.00 3 1.00 1 1 
2 2 6.00 4 1 1209.00 1 1 4.00 3 1 4.00 2 47.00 3 2 1.00 4 1.00 2 1 
2 2 48.00 3 4 10961.00 4 4 1.00 3 2 2.00 4 27.00 1 2 2.00 3 1.00 2 1 
2 2 21.00 3 9 2767.00 2 5 4.00 1 1 2.00 3 61.00 1 1 2.00 2 1.00 1 1 
1 3 12.00 3 3 1424.00 5 5 3.00 2 1 4.00 1 55.00 3 2 1.00 4 1.00 2 1 
2 1 12.00 3 5 741.00 2 1 4.00 2 1 3.00 2 22.00 3 2 1.00 3 1.00 1 1 
2 2 27.00 1 9 8318.00 1 5 2.00 2 1 4.00 4 42.00 3 3 2.00 4 1.00 2 1 
2 1 21.00 2 1 1647.00 5 3 4.00 3 1 2.00 2 40.00 3 2 2.00 2 2.00 1 1 
1 4 18.00 5 4 1169.00 5 3 4.00 3 1 3.00 2 29.00 3 2 2.00 3 1.00 2 1 
1 1 30.00 3 4 2522.00 1 5 1.00 3 3 3.00 2 39.00 3 2 1.00 3 2.00 1 1 
1 4 12.00 5 1 1163.00 3 3 4.00 3 1 4.00 1 44.00 3 2 1.00 3 1.00 2 1 
1 4 24.00 3 1 7393.00 1 3 1.00 3 1 4.00 2 43.00 3 2 1.00 2 2.00 1 1 
1 1 18.00 5 3 1049.00 1 2 4.00 2 1 4.00 2 21.00 3 1 1.00 3 1.00 1 1 
2 2 12.00 3 3 1922.00 1 3 4.00 3 1 2.00 2 37.00 3 2 1.00 2 1.00 1 1 
1 4 9.00 5 7 1244.00 5 5 4.00 2 1 4.00 2 41.00 3 1 2.00 2 1.00 1 1 
1 4 9.00 3 7 3832.00 5 5 1.00 3 1 4.00 1 64.00 3 2 1.00 2 1.00 1 1 
1 3 21.00 3 1 2923.00 2 3 1.00 2 1 1.00 3 28.00 1 2 1.00 4 1.00 2 1 
1 4 24.00 3 3 3972.00 1 4 2.00 2 1 4.00 2 25.00 3 1 1.00 3 1.00 2 1 
2 4 36.00 4 9 7980.00 5 2 4.00 3 1 4.00 3 27.00 3 1 2.00 3 1.00 2 1 
1 4 24.00 5 10 6314.00 1 1 4.00 3 2 2.00 4 27.00 1 2 2.00 4 1.00 2 1 
1 1 6.00 5 1 666.00 4 4 3.00 2 1 4.00 1 39.00 3 2 2.00 2 1.00 2 1 
2 1 36.00 5 7 8065.00 1 3 3.00 2 1 2.00 4 25.00 3 2 2.00 4 1.00 2 1 
1 2 6.00 5 8 932.00 5 4 1.00 2 1 3.00 2 39.00 3 2 2.00 2 1.00 1 1 
1 2 24.00 3 1 1201.00 1 2 4.00 3 1 1.00 2 26.00 3 2 1.00 3 1.00 1 1 
2 2 12.00 3 1 1295.00 1 2 3.00 2 1 1.00 3 25.00 3 1 1.00 3 1.00 1 1 
2 2 27.00 5 4 2520.00 3 3 4.00 3 1 2.00 2 23.00 3 2 2.00 2 1.00 1 1 
1 4 15.00 3 2 3812.00 2 2 1.00 2 1 4.00 3 23.00 3 2 1.00 3 1.00 2 1 
1 4 9.00 5 1 2134.00 1 3 4.00 3 1 4.00 3 48.00 3 2 3.00 3 1.00 2 1 
2 2 12.00 3 4 766.00 3 3 4.00 3 1 3.00 1 66.00 3 2 1.00 2 1.00 1 1 
1 4 24.00 5 2 6842.00 5 3 2.00 3 1 4.00 2 46.00 3 2 2.00 4 2.00 2 1 
1 3 9.00 3 4 1126.00 2 5 2.00 1 1 4.00 1 49.00 3 2 1.00 3 1.00 1 1 
1 4 36.00 3 7 9055.00 5 3 2.00 3 1 4.00 4 35.00 3 3 1.00 2 2.00 2 1 
1 4 18.00 3 4 1473.00 1 2 3.00 4 1 4.00 1 39.00 3 2 1.00 3 1.00 2 1 
2 1 24.00 2 9 3161.00 1 3 4.00 3 1 2.00 2 31.00 3 1 1.00 3 1.00 2 1 
1 2 21.00 3 3 3976.00 5 4 2.00 3 1 3.00 3 35.00 3 2 1.00 3 1.00 2 1 
1 4 24.00 5 4 2684.00 1 3 4.00 3 1 2.00 1 35.00 3 2 2.00 2 1.00 1 1 
2 4 21.00 1 1 5003.00 5 3 1.00 2 1 4.00 2 29.00 1 2 2.00 3 1.00 2 1 
1 1 10.00 3 4 2315.00 1 5 3.00 3 1 4.00 1 52.00 3 2 1.00 2 1.00 1 1 
1 1 24.00 3 2 2924.00 1 3 3.00 3 3 4.00 4 63.00 1 2 1.00 3 2.00 2 1 
1 2 27.00 3 9 2528.00 1 2 4.00 2 1 1.00 2 32.00 3 2 1.00 3 2.00 2 1 
1 2 48.00 3 4 3979.00 5 4 4.00 3 1 1.00 3 41.00 3 2 2.00 3 2.00 2 1 
2 2 9.00 2 1 1437.00 2 4 2.00 3 1 3.00 4 29.00 3 2 1.00 3 1.00 1 1 
2 1 14.00 3 1 8978.00 1 5 1.00 1 1 4.00 2 45.00 3 2 1.00 4 1.00 2 2 
2 2 12.00 3 4 1484.00 5 3 2.00 4 1 1.00 1 25.00 3 2 1.00 3 1.00 2 1 
1 4 11.00 5 4 1154.00 2 1 4.00 2 1 4.00 1 57.00 3 2 3.00 2 1.00 1 1 
1 3 10.00 3 1 3949.00 1 2 1.00 3 3 1.00 2 37.00 3 2 1.00 2 2.00 1 1 
2 2 24.00 3 3 4057.00 1 4 3.00 1 1 3.00 3 43.00 3 2 1.00 3 1.00 2 1 
2 4 48.00 5 1 10127.00 3 3 2.00 3 1 2.00 4 44.00 1 3 1.00 3 1.00 1 1 
1 4 24.00 5 2 2197.00 5 4 4.00 3 1 4.00 3 43.00 3 2 2.00 3 2.00 2 1 
1 4 24.00 5 4 2223.00 2 5 4.00 3 1 4.00 2 52.00 1 2 2.00 3 1.00 1 1 
1 2 12.00 5 4 3573.00 1 3 1.00 2 1 1.00 1 23.00 3 2 1.00 2 1.00 1 1 
1 4 24.00 5 4 5103.00 1 2 3.00 4 1 3.00 4 47.00 3 3 3.00 3 1.00 2 1 
1 1 15.00 4 3 3643.00 1 5 1.00 2 1 4.00 2 27.00 3 2 2.00 2 1.00 1 1 
1 4 24.00 5 4 2578.00 4 5 2.00 3 1 2.00 3 34.00 3 2 1.00 3 1.00 1 1 
1 3 15.00 3 7 392.00 1 2 4.00 2 1 4.00 2 23.00 3 1 1.00 3 1.00 2 1 
1 1 12.00 3 4 1107.00 1 3 2.00 3 1 2.00 1 20.00 3 1 1.00 4 2.00 2 1 
1 4 30.00 5 4 4530.00 1 4 4.00 2 1 4.00 3 26.00 3 1 1.00 4 1.00 2 1 
1 4 12.00 3 3 1736.00 1 4 3.00 2 1 4.00 1 31.00 3 2 1.00 2 1.00 1 1 
1 3 18.00 2 4 1445.00 5 4 4.00 3 1 4.00 3 49.00 1 2 1.00 2 1.00 1 1 
2 1 12.00 3 2 3386.00 1 5 3.00 3 1 4.00 4 35.00 3 3 1.00 3 1.00 2 1 
1 2 24.00 3 4 3758.00 3 1 1.00 2 1 4.00 4 23.00 3 1 1.00 1 1.00 1 1 
2 1 21.00 3 4 1835.00 1 3 3.00 2 1 2.00 1 25.00 3 2 2.00 3 1.00 2 1 
1 4 9.00 3 3 1313.00 1 5 1.00 3 1 4.00 3 20.00 3 2 1.00 3 1.00 1 1 
1 1 15.00 3 4 1053.00 1 2 4.00 4 1 2.00 1 27.00 3 2 1.00 3 1.00 1 2 
2 4 18.00 4 9 2169.00 1 3 4.00 4 1 2.00 3 28.00 3 2 1.00 3 1.00 2 1 
1 1 12.00 3 3 652.00 1 5 4.00 2 1 4.00 2 24.00 3 1 1.00 3 1.00 1 1 
1 2 60.00 4 4 7418.00 5 3 1.00 3 1 1.00 1 27.00 3 2 1.00 2 1.00 1 1 
1 3 10.00 3 3 1275.00 1 2 4.00 2 1 2.00 2 23.00 3 2 1.00 3 1.00 1 1 
1 4 24.00 4 9 2375.00 3 3 4.00 3 1 2.00 3 44.00 3 2 2.00 3 2.00 2 1 
2 1 48.00 3 9 4308.00 1 2 3.00 2 1 4.00 2 24.00 3 1 1.00 3 1.00 1 1 
1 4 9.00 3 3 1388.00 1 3 4.00 2 1 2.00 1 26.00 3 1 1.00 3 1.00 1 1 
2 2 36.00 3 2 9398.00 1 2 1.00 4 1 4.00 3 28.00 3 1 1.00 4 1.00 2 1 
1 4 24.00 3 2 2679.00 1 2 4.00 2 1 1.00 4 29.00 3 2 1.00 4 1.00 2 1 
1 2 12.00 3 3 983.00 4 2 1.00 2 1 4.00 1 19.00 3 1 1.00 2 1.00 1 1 
1 4 6.00 3 3 1543.00 4 3 4.00 1 1 2.00 1 33.00 3 2 1.00 3 1.00 1 1 
2 1 18.00 3 3 4153.00 1 3 2.00 3 2 3.00 3 42.00 3 2 1.00 3 1.00 1 1 
2 1 36.00 3 2 8229.00 1 3 2.00 3 1 2.00 2 26.00 3 2 1.00 3 2.00 1 1 
1 4 24.00 5 6 5507.00 1 5 3.00 3 1 4.00 4 44.00 3 3 2.00 3 1.00 1 1 
2 1 6.00 3 7 448.00 1 2 4.00 2 1 4.00 2 23.00 3 2 1.00 3 1.00 1 1 
1 4 24.00 4 1 2032.00 1 5 4.00 3 1 4.00 4 60.00 3 3 2.00 3 1.00 2 1 
1 1 24.00 3 4 1603.00 1 5 4.00 2 1 4.00 3 55.00 3 2 1.00 3 1.00 1 1 
1 2 18.00 5 9 1887.00 5 3 4.00 4 1 4.00 1 28.00 1 2 2.00 3 1.00 1 1 
2 4 24.00 4 1 2538.00 1 5 4.00 3 1 4.00 3 47.00 3 2 2.00 2 2.00 1 1 
1 1 6.00 5 4 338.00 3 5 4.00 3 1 4.00 3 52.00 3 2 2.00 3 1.00 1 1 
2 1 9.00 3 1 654.00 1 3 4.00 3 1 3.00 3 28.00 3 2 1.00 2 1.00 1 1 
1 4 24.00 3 4 1901.00 2 3 4.00 3 1 4.00 3 29.00 3 1 1.00 4 1.00 2 1 
1 4 30.00 5 4 3077.00 5 5 3.00 3 1 2.00 3 40.00 3 2 2.00 3 2.00 2 1 
1 4 12.00 3 4 1262.00 1 3 3.00 3 1 2.00 3 25.00 3 2 1.00 3 1.00 1 1 
1 4 6.00 5 1 6761.00 1 4 1.00 3 1 3.00 4 45.00 3 2 2.00 4 2.00 2 1 
2 1 12.00 3 3 1282.00 1 3 2.00 2 1 4.00 3 20.00 3 1 1.00 3 1.00 1 1 
2 3 21.00 5 7 2319.00 1 2 2.00 1 1 1.00 3 33.00 3 1 1.00 3 1.00 1 1 
1 4 12.00 5 4 1240.00 5 5 4.00 2 1 2.00 1 38.00 3 2 2.00 3 1.00 2 1 
1 4 24.00 4 2 4679.00 1 4 3.00 3 1 3.00 3 35.00 3 2 2.00 2 1.00 2 1 
2 1 12.00 3 4 709.00 1 5 4.00 3 1 4.00 1 57.00 2 2 1.00 2 1.00 1 1 
1 1 8.00 5 10 1164.00 1 5 3.00 3 1 4.00 4 51.00 1 3 2.00 4 2.00 2 1 
1 1 30.00 3 2 3857.00 1 3 4.00 1 1 4.00 2 40.00 3 2 1.00 4 1.00 2 1 
2 2 15.00 4 6 1512.00 4 3 3.00 4 1 3.00 2 61.00 2 2 2.00 3 1.00 1 1 
1 4 24.00 3 9 1258.00 1 4 4.00 3 1 1.00 1 25.00 3 2 1.00 3 1.00 2 1 
1 4 48.00 4 4 12749.00 3 4 4.00 3 1 1.00 3 37.00 3 2 1.00 4 1.00 2 1 
1 4 18.00 5 3 1817.00 1 3 4.00 2 1 2.00 4 28.00 3 2 2.00 3 1.00 1 1 
1 1 42.00 3 3 7882.00 1 4 2.00 3 3 4.00 2 45.00 3 3 1.00 3 2.00 1 1 
1 4 24.00 3 3 2835.00 3 5 3.00 3 1 4.00 2 53.00 3 2 1.00 3 1.00 1 1 
2 1 24.00 5 1 1199.00 1 5 4.00 3 1 4.00 3 60.00 3 2 2.00 2 1.00 1 1 
1 1 15.00 3 1 1403.00 1 3 2.00 2 1 4.00 3 28.00 3 1 1.00 3 1.00 1 1 
1 4 24.00 3 4 3430.00 3 5 3.00 3 1 2.00 3 31.00 3 2 1.00 3 2.00 2 1 
1 1 10.00 5 1 2241.00 1 2 1.00 3 1 3.00 1 48.00 3 1 2.00 2 2.00 1 2 
1 1 6.00 3 3 1374.00 1 3 1.00 3 1 2.00 1 36.00 1 2 1.00 2 1.00 2 1 
1 3 12.00 2 4 409.00 4 3 3.00 2 1 3.00 1 42.00 3 1 2.00 3 1.00 1 1 
1 2 7.00 3 4 2415.00 1 3 3.00 3 3 2.00 1 34.00 3 2 1.00 3 1.00 1 1 
1 2 18.00 3 1 5866.00 2 3 2.00 3 1 2.00 3 30.00 3 2 2.00 3 1.00 2 1 
1 4 48.00 5 7 6110.00 1 3 1.00 3 1 3.00 4 31.00 1 3 1.00 3 1.00 2 1 
1 2 12.00 3 4 1158.00 3 3 3.00 1 1 1.00 3 26.00 3 2 1.00 3 1.00 2 1 
1 1 30.00 5 2 6187.00 2 4 1.00 4 1 4.00 3 24.00 3 1 2.00 3 1.00 1 1 
2 1 48.00 5 2 6143.00 1 5 4.00 2 1 4.00 4 58.00 2 3 2.00 2 1.00 1 1 
1 4 11.00 5 1 1393.00 1 2 4.00 2 1 4.00 3 35.00 3 2 2.00 4 1.00 1 1 
1 2 24.00 4 3 2333.00 5 2 4.00 3 1 2.00 2 29.00 1 2 1.00 2 1.00 1 1 
2 2 36.00 4 1 2225.00 1 5 4.00 3 1 4.00 4 57.00 1 3 2.00 3 1.00 2 1 
1 3 18.00 3 1 1961.00 1 5 3.00 2 1 2.00 3 23.00 3 2 1.00 4 1.00 1 1 
2 1 36.00 5 3 6229.00 1 2 4.00 2 2 4.00 4 23.00 3 1 2.00 2 1.00 2 1 
